itemNumber	string	score
12921	preoperative therapy	1
12922	breast cancer stem cell	1
12923	administration method	1
12924	2'o-methyl phosphorothioate	1
12925	targeting peptide	1
12926	microvesicles	1
12927	platelet	1
12928	human-wildlife conflicts	1
12929	habitat use	1
12930	lion panthera leo	1
12931	transfusion threshold	1
12932	hemorrhage	1
12933	thrombocytopenia	1
12934	cohesion migration	1
12935	drug target	1
12936	emt	1
12937	colonial government	1
12938	separatism	1
12939	abc-transporter a1	1
12940	scavenger receptor class b type i	1
12941	munc13	1
12942	munc18-1	1
12943	neurexin	1
12944	neuro-exocytotic proteins	1
12945	rab3a	1
12946	rim1	1
12947	evolution of ageing	1
12948	post-reproductive life	1
12949	life history theory	1
12950	grandmother hypothesis	1
12951	polygamy	1
12952	myoclonus	1
12953	trend study	1
12954	fetal analgesia	1
12955	contrast echocardiography	1
12956	myocardial deformation imaging	1
12957	real-time 3-dimensional echocardiography	1
12958	human rights adjudication	1
12959	dutch west india company (wic)	1
12960	soldiery	1
12961	habsburg empire	1
12962	archduke john	1
12963	archduke charles	1
12964	napoleonic wars	1
12965	johannes von müller	1
12966	landwehr	1
12967	militia	1
12968	borneo ironwood	1
12969	traditional forest management	1
12970	simpunk	1
12971	paser' s indigenous people	1
12972	keystone species	1
12973	traditional forest related knowledge	1
12974	cultural diversity	1
12975	euv	1
12976	ion bombardment	1
12977	ion erosion	1
12978	mo-si multilayer optics	1
12979	physical vapour deposition	1
12980	pvd	1
12981	sputtering	1
12982	fixed-bearing	1
12983	total knee prosthesis	1
12984	f-box proteins	1
12985	type four secretion	1
12986	scf complex	1
12987	brunelleschi	1
12988	medieval architecture	1
12989	proportion	1
12990	renaissance architecture	1
12991	san lorenzo	1
12992	wittkower	1
12993	cneorum	1
12994	plant systematics	1
12995	ptaeroxylon	1
12996	rutaceae	1
12997	spathelia	1
12998	transatlantic distribution	1
12999	black theatre and south africa	1
13000	political shifts	1
13001	dayak indigenous people	1
13002	east kalimantan	1
13003	non-timber products of the forest	1
13004	paser indigenous people	1
13005	biopsy.	1
13006	marinum	1
13007	microfluidic chip	1
13008	microinjection	1
13009	multicellular	1
13010	shear-stress	1
13011	spheroids	1
13012	appendicitis	1
13013	mesenteric lymphadenitis	1
13014	sensitivity and specificity	1
13015	propspective study	1
13016	acute	1
13017	peritoneal lavage	1
13018	diverticulitis	1
13019	colonic	1
13020	x-ray computed	1
13021	constitutive activity	1
13022	extracellular loops	1
13023	receptor activation and inactivation	1
13024	s. cerevisiae	1
13025	small animal	1
13026	microct	1
13027	antisocial behaviour policies	1
13028	asbo's	1
13029	comparing uk + dutch discourses	1
13030	discourse analyses	1
13031	data pre-processing	1
13032	ccd	1
13033	cti	1
13034	gaia	1
13035	astrometry	1
13036	radiation damage	1
13037	detectors	1
13038	cultural anthropology	1
13039	international image	1
13040	carp genome assembly	1
13041	gene annotation	1
13042	heterogeneous data analysis	1
13043	innate immune gene	1
13044	microrna target prediction	1
13045	edwardsiella tarda	1
13046	static immersion	1
13047	deep sequencing technology	1
13048	gsk3beta	1
13049	osteoblast	1
13050	beta-catenin	1
13051	april-movement	1
13052	budget right	1
13053	constitutional system	1
13054	dissolution of parliament	1
13055	homogeneity	1
13056	ministerial responsibility	1
13057	motion of order	1
13058	parliamentary confidence	1
13059	parliamentary majority	1
13060	enteropathy associated t cell lymphoma	1
13061	intraepithelial lymphocyte	1
13062	descriptive grammar,	1
13063	head-marking language	1
13064	qiangic	1
13065	rgyalrong	1
13066	collateral artery formation	1
13067	hind limb ischemia	1
13068	ethnic identity	1
13069	mexican state of oaxaca	1
13070	sierra norte	1
13071	zapotecs	1
13072	quantum phase transitions	1
13073	bone neoplasms	1
13074	large b cell	1
13075	devotional imagery	1
13076	lifelikeness	1
13077	portraits	1
13078	tiziano vecellio	1
13079	venice	1
13080	scorescapes	1
13081	sound	1
13082	sonic	1
13083	contemporary multidisciplinary art	1
13084	techno-intuition	1
13085	intuitive	1
13086	antioxidant function	1
13087	reactive oxygen species	1
13088	tissue remodelling	1
13089	skin cornification	1
13090	barrier adaptation	1
13091	sprr proteins	1
13092	high-mass star formation	1
13093	masers	1
13094	submillimetre emission	1
13095	mongolic languages	1
13096	qinghai-gansu sprachbund	1
13097	amdo	1
13098	eastern yugur	1
13099	shirongol	1
13100	mongghul	1
13101	mangghuer	1
13102	baoan	1
13103	dongxiang	1
13104	automata theory	1
13105	compositional minimization	1
13106	coordination models	1
13107	model checking	1
13108	symbolic model checking	1
13109	memri	1
13110	spinal	1
13111	insula iv ii	1
13112	ostia	1
13113	roman cities	1
13114	space syntax	1
13115	hypopituitarism	1
13116	pituitary adenoma	1
13117	traumatic brain injury	1
13118	apomorphine susceptibility	1
13119	prepulse inhibition	1
13120	gene environment interactions	1
13121	isolation rearing	1
13122	maternal separation	1
13123	mammuthus rumanus	1
13124	m. meridionalis	1
13125	m. trogontherii	1
13126	mosaic forms	1
13127	late early pleistocene	1
13128	early middle pleistocene	1
13129	molar morphology	1
13130	subspecific taxonomy	1
13131	evolutietheorie	1
13132	gereformeerde kerken	1
13133	schriftgezag	1
13134	isolated hepatic perfusion	1
13135	melphalan	1
13136	symmetric inclusion process	1
13137	non-equilibrium statistical mechanics	1
13138	weak coupling limit	1
13139	correlation inequalities	1
13140	heat conduction models	1
13141	governments	1
13142	spatial management	1
13143	use of land	1
13144	acculturation expectations	1
13145	perceived threat	1
13146	romaphobia	1
13147	serbia	1
13148	asymmetric frontal brain activity	1
13149	charitable donating	1
13150	emotional faces	1
13151	parental love withdrawal	1
13152	gaucher	1
13153	carbohydrate chemistry	1
13154	chitobiose	1
13155	glycosylated iminosugars	1
13156	prodrugs	1
13157	beta-hexosaminidase	1
13158	gba1	1
13159	idiolectal variation	1
13160	pluractional verbs	1
13161	plurality	1
13162	reduplication	1
13163	adnominal degree modification	1
13164	epistemicity	1
13165	gradability,	1
13166	(instances of) properties	1
13167	vague predicate	1
13168	abciximab	1
13169	thrombus aspiration	1
13170	pre-infarction angina	1
13171	thrombus grade	1
13172	biodegredable-polymer drug eluting stents	1
13173	definite stent thrombosis	1
13174	in-stent restenosis	1
13175	late acquired stent malapposition	1
13176	st segment elevation myocardial infarction	1
13177	gene variants	1
13178	optimism	1
13179	antiquarianism	1
13180	chorography	1
13181	stadsbeschrijving	1
13182	travel literature	1
13183	travel method	1
13184	descriptions of cities	1
13185	dirck van bleyswijck	1
13186	encomiastic literature	1
13187	historical topography	1
13188	jan jansz orlers	1
13189	jan van hout	1
13190	rhetorics	1
13191	direct payments	1
13192	electronic health record	1
13193	healthcare innovation	1
13194	living labs	1
13195	postpanopticism	1
13196	large-scale structure of the universe	1
13197	actvie galaxies	1
13198	coordination patterns	1
13199	sat and smt-solving	1
13200	abstraction refinement	1
13201	ccch zinc finger	1
13202	floret closure	1
13203	glub-1	1
13204	glutelin	1
13205	grain quality	1
13206	ja-aa synthetase	1
13207	potassium antiporter	1
13208	sulfonylurea	1
13209	dosing guidelines	1
13210	basis reduction	1
13211	lattices	1
13212	layered euclidean spaces	1
13213	layered lattices	1
13214	lll	1
13215	artificial leaf	1
13216	overpotential	1
13217	oxygen evolving catalyst	1
13218	solar fuel	1
13219	turnover frequency	1
13220	turnover number	1
13221	water splitting	1
13222	mdmx-mdm4	1
13223	negative p53 regulator	1
13224	post-translational modification of hdmx	1
13225	putative oncogenic role of hdmx	1
13226	regulation of p53 by hdm2 and hdmx	1
13227	apoptin-interacting proteins	1
13228	bca3/akip1	1
13229	fam96b	1
13230	pp2a	1
13231	rsf-1	1
13232	suv420h1	1
13233	salient points	1
13234	texture classification	1
13235	video analysis	1
13236	diphosphane	1
13237	imido	1
13238	carbonylation	1
13239	light energy	1
13240	light-induced electron transfer	1
13241	photosynthetic bacteria	1
13242	photosynthetic reaction centers (rcs)	1
13243	physico-chemical process	1
13244	rhodobacter (r.)	1
13245	sphaeroides wild type (wt	1
13246	frameshifting	1
13247	locked nucleic acid	1
13248	pseudoknot	1
13249	riboswitch	1
13250	spatial planning	1
13251	forced eviction	1
13252	housing investment	1
13253	kampongs

slums	1
13254	land registration	1
13255	property rights

urban poverty
tenure security	1
13256	nausea	1
13257	vomiting	1
13258	egg donation	1
13259	ultraluminous infrared galaxies	1
13260	non-photic modulation	1
13261	photic	1
13262	recurrence of venous thrombosis	1
13263	protein c	1
13264	epcr	1
13265	retinal vein occlusion	1
13266	land division	1
13267	roman demography	1
13268	roman italy	1
13269	settlement organization	1
13270	exclusionary violence	1
13271	gypsyness	1
13272	social categories	1
13273	turkishness	1
13274	anthracycline	1
13275	mamma carcinoma	1
13276	super oxide dismutase	1
13277	barcoding	1
13278	cell tracing	1
13279	lymphocyte	1
13280	resistance switching	1
13281	silver sulfide	1
13282	nanoscale devices	1
13283	mixed conductivity	1
13284	stm/afm	1
13285	mental effort	1
13286	conflict adaptation	1
13287	anterior cingulate cortex	1
13288	reward system	1
13289	basal ganglia	1
13290	allele	1
13291	cross-strain	1
13292	strain-specific	1
13293	camkii	1
13294	dystrobrevin	1
13295	rho-gap	1
13296	rho-gtpase	1
13297	anesthetics, intravenous/pharmacology	1
13298	cardiac output/physiology	1
13299	densitometry/methods	1
13300	indocyanine green/diagnostic use	1
13301	indocyanin green/pharmacokinetics	1
13302	models, cardiovascular	1
13303	neuromuscular nondepolarising agents/pharmacokinetics	1
13304	propofol/pharmacology	1
13305	pedagogical content knowledge	1
13306	teaching orientations	1
13307	professional development program	1
13308	box trainer	1
13309	osats	1
13310	1990s shanghai	1
13311	wei hui	1
13312	chinese literature	1
13313	literary imaginings	1
13314	mian mian	1
13315	shanghai	1
13316	shanghainese writers	1
13317	urban renewal	1
13318	urban transformation	1
13319	wang anyi	1
13320	armando	1
13321	brakman, willem	1
13322	mutsaers, charlotte	1
13323	literatuurtheorie	1
13324	esthetica	1
13325	chronic medical condition	1
13326	disabkids  project	1
13327	paediatric health	1
13328	quality of live	1
13329	bayesian	1
13330	limited sampling models	1
13331	sandawe	1
13332	khoisan	1
13333	clicks	1
13334	number marking	1
13335	cardiac death	1
13336	improvements	1
13337	ventricular arrhythmias	1
13338	natal galaxies	1
13339	agented passive	1
13340	antipassive	1
13341	body part locatives	1
13342	perfect aspect	1
13343	replacive grammatical tone	1
13344	texts	1
13345	integrated medicine	1
13346	maternal and child health systems utilisation	1
13347	protein kinase a	1
13348	fistula	1
13349	msc	1
13350	18th century	1
13351	cinnamon gardens	1
13352	dutch ceylon	1
13353	fourth anglo dutch war	1
13354	south india	1
13355	magnetars	1
13356	neutron stars	1
13357	seismology	1
13358	hyperblirubinemia	1
13359	red cell alloimmunization	1
13360	rhesus hemolytic disease	1
13361	collective action	1
13362	individual mobility	1
13363	promotion focus	1
13364	prevention focus	1
13365	hostile collective action	1
13366	nonnormative collective action	1
13367	quarks	1
13368	leptons	1
13369	higgs	1
13370	flavour symmetry	1
13371	family symmetry	1
13372	particle physics	1
13373	ckm matrix	1
13374	optical coherence tomography	1
13375	three-dimensional reconstruction	1
13376	x-ray coronary angiography.	1
13377	dermal fibroblasts	1
13378	acoustic communication	1
13379	great tit	1
13380	signal evolution	1
13381	sensory pollution	1
13382	desulforedoxin	1
13383	high-frequency epr	1
13384	high-spin transition-metal sites	1
13385	resonance raman spectroscopy	1
13386	rubredoxin	1
13387	electoral volatility	1
13388	pituitary disease	1
13389	non-functioning macroadenoma	1
13390	coping strategies	1
13391	personality traits	1
13392	pharmacological fingerprint	1
13393	cns test battery	1
13394	challenge test	1
13395	host assciations	1
13396	implied weighting	1
13397	microdontinae	1
13398	new genera	1
13399	syrphidae	1
13400	ethnic group	1
13401	nation and nationalism	1
13402	corporate social reporting	1
13403	legitimacy theory	1
13404	social reality	1
13405	stakeholder theory	1
13406	activities of daily living	1
13407	cohort study	1
13408	cytokine production	1
13409	handgrip strength	1
13410	insuline like growth factor 1	1
13411	oldest old people	1
13412	sucessful aging	1
13413	walking speed	1
13414	health sector	1
13415	neo-patrimonialism	1
13416	contemporary history	1
13417	health reform	1
13418	lxx	1
13419	hebrew bible	1
13420	history of interpretation	1
13421	idh1	1
13422	idh2	1
13423	pkd	1
13424	epistemologie	1
13425	intelligible species	1
13426	objective being	1
13427	catheter mapping	1
13428	image integration	1
13429	premature ventricular contraction	1
13430	substrate	1
13431	parallel systems	1
13432	performance evaluation	1
13433	scheduling	1
13434	workload features	1
13435	thomas manlevelt	1
13436	medieval philosophy	1
13437	ockhamism	1
13438	porphyry	1
13439	organon	1
13440	individuality	1
13441	array cgh	1
13442	brca1	1
13443	brca2	1
13444	brcaness	1
13445	comparative genomic hybridization	1
13446	dna diagnostics	1
13447	armenzorg	1
13448	charivari	1
13449	westerkwartier	1
13450	wijkstra, ijje	1
13451	gerechtelijke psychiatrie	1
13452	legendevorming	1
13453	misdaad	1
13454	murder	1
13455	streekcultuur	1
13456	volkscultuur	1
13457	volksgerichten	1
13458	adpr	1
13459	biomolecule	1
13460	hybrid,	1
13461	nucleic acid	1
13462	polio virus	1
13463	post translational modification	1
13464	vpg	1
13465	congenital cytomegalovirus (cmv)	1
13466	dried blood spots	1
13467	newborn screening	1
13468	numerical simulations	1
13469	absorption lines	1
13470	galaxy haloes	1
13471	phase seperation	1
13472	manganite	1
13473	cobaltite	1
13474	ferromagnet	1
13475	proximity effect	1
13476	art of war	1
13477	libraries	1
13478	library history	1
13479	military books	1
13480	military education	1
13481	military thinking	1
13482	realignment	1
13483	dealignment	1
13484	class cleavage	1
13485	religious cleavage	1
13486	party system change	1
13487	architectural tradition	1
13488	built environment,	1
13489	feng-shui	1
13490	geomancy	1
13491	vāstu-shāstra	1
13492	boronic acid	1
13493	dusp	1
13494	glycoprotein	1
13495	post-translational modification	1
13496	multilevel modeling	1
13497	negative outcomes	1
13498	therapist effects	1
13499	therapy outcomes	1
13500	cd8+ t cells	1
13501	delivery	1
13502	chemical diversity	1
13503	liriomyza trifolii	1
13504	tyria jacobaea	1
13505	banach algebra crossed product	1
13506	positive group representation.	1
13507	a hedonistic lifestyle	1
13508	affluence	1
13509	pleasure boating floats on seven corks:pleasure instead of fear	1
13510	suitable waterways	1
13511	the engine	1
13512	the mass-produced yacht	1
13513	water sport clubs	1
